"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0002821";"positive regulation of adaptive immune response";"10/190";"131/18888";0,0763358778625954;7,58858979509843;7,62793776043174;8,42198780126621e-07;3,66621595526029e-05;2,61802762436174e-05;"C3/IL12A/HLA-B/IL23R/FOXP3/CD81/ADA/GATA3/HLA-DRB1/TNFSF4";10
"GO:0050869";"negative regulation of B cell activation";"6/190";"33/18888";0,181818181818182;18,0746411483254;9,8959159846217;8,45891132052177e-07;3,66621595526029e-05;2,61802762436174e-05;"CTLA4/IL10/FOXP3/FCGR2B/BANK1/TNFAIP3";6
"GO:1903039";"positive regulation of leukocyte cell-cell adhesion";"14/190";"277/18888";0,0505415162454874;5,02435873076192;6,80162101717713;8,60847241651129e-07;3,68608565882905e-05;2,63221648651981e-05;"HLA-DPA1/HLA-DPB1/IL12A/IL23R/FOXP3/SOCS1/CD81/ADA/ZAP70/GATA3/IRAK1/HLA-DRB1/ETS1/TNFSF4";14
"GO:0032729";"positive regulation of type II interferon production";"8/190";"77/18888";0,103896103896104;10,3283663704716;8,26810014777313;1,05220391580045e-06;4,45182466280332e-05;3,1790271190412e-05;"PTPN22/HLA-DPA1/HLA-DPB1/IL12A/IL23R/TLR4/TNFSF4/TLR7";8
"GO:0002237";"response to molecule of bacterial origin";"16/190";"369/18888";0,043360433604336;4,31048352588789;6,47375949754706;1,07273846505398e-06;4,48530882917865e-05;3,20293800525716e-05;"REN/PTPN22/IL12A/IL10/IL23R/TLR4/FOXP3/FASLG/UMOD/FCGR2B/IRAK1/TNIP1/TNFAIP3/IRF5/TNFSF4/C4B";16
"GO:0046638";"positive regulation of alpha-beta T cell differentiation";"7/190";"54/18888";0,12962962962963;12,8865497076023;8,81743203164428;1,10826317765697e-06;4,5799620155731e-05;3,27052940187387e-05;"IL23R/FOXP3/SOCS1/ADA/ZAP70/HLA-DRB1/TNFSF4";7
"GO:1902105";"regulation of leukocyte differentiation";"15/190";"328/18888";0,0457317073170732;4,54621309370988;6,53090667502306;1,21937141080868e-06;4,98120229197017e-05;3,55705320200814e-05;"CTLA4/HLA-B/IL10/CCR1/IL23R/TLR4/FOXP3/SOCS1/ADA/ZAP70/GATA3/NF1/FCGR2B/HLA-DRB1/TNFSF4";15
"GO:1903706";"regulation of hemopoiesis";"17/190";"424/18888";0,0400943396226415;3,9857994041708;6,26817874618869;1,43360218285434e-06;5,78979790666401e-05;4,1344675393084e-05;"JAG1/CTLA4/HLA-B/IL10/CCR1/IL23R/TLR4/FOXP3/SOCS1/ADA/ZAP70/GATA3/NF1/FCGR2B/HLA-DRB1/ETS1/TNFSF4";17
"GO:0002526";"acute inflammatory response";"9/190";"109/18888";0,0825688073394495;8,2082085948817;7,60790492960882;1,56537459819762e-06;6,25094530561161e-05;4,46377073477759e-05;"FN1/C3/DNASE1L3/FCGR2A/FCGR2B/DNASE1/FCGR3B/IGHG1/TNFSF4";9
"GO:0002285";"lymphocyte activation involved in immune response";"12/190";"212/18888";0,0566037735849057;5,62701092353525;6,82947367833106;1,65013078776235e-06;6,51618313300821e-05;4,65317582373687e-05;"IL10/IL23R/TLR4/STAT4/FOXP3/CD81/ADA/JAK1/GATA3/FCGR2B/HLA-DRB1/TNFSF4";12
"GO:0050863";"regulation of T cell activation";"16/190";"382/18888";0,0418848167539267;4,16379167814825;6,29714936748857;1,6849584175911e-06;6,58059584188877e-05;4,69917263714535e-05;"PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/FOXP3/SOCS1/CD81/ADA/ZAP70/GATA3/TREX1/HLA-DRB1/TNFSF4";16
"GO:0050671";"positive regulation of lymphocyte proliferation";"10/190";"143/18888";0,0699300699300699;6,95178505704822;7,20167051439787;1,87932673380918e-06;7,25992088256285e-05;5,1842754636315e-05;"HLA-DPA1/HLA-DPB1/IL12A/IL23R/TLR4/FOXP3/CD81/ADA/ZAP70/TNFSF4";10
"GO:0032946";"positive regulation of mononuclear cell proliferation";"10/190";"146/18888";0,0684931506849315;6,80894015861572;7,10274260445582;2,26889230273083e-06;8,57834387649509e-05;6,12575514208739e-05;"HLA-DPA1/HLA-DPB1/IL12A/IL23R/TLR4/FOXP3/CD81/ADA/ZAP70/TNFSF4";10
"GO:0050852";"T cell receptor signaling pathway";"10/190";"146/18888";0,0684931506849315;6,80894015861572;7,10274260445582;2,26889230273083e-06;8,57834387649509e-05;6,12575514208739e-05;"CD2AP/PTPN22/CTLA4/HLA-DPB1/FOXP3/CD81/ADA/ZAP70/GATA3/HLA-DRB1";10
"GO:0097242";"amyloid-beta clearance";"6/190";"39/18888";0,153846153846154;15,2939271255061;9,00742019137178;2,36996075952978e-06;8,86614793617772e-05;6,33127467171889e-05;"APOE/C3/IFNGR1/MME/MYOCD/ITGAM";6
"GO:0050900";"leukocyte migration";"16/190";"396/18888";0,0404040404040404;4,01658692185008;6,11550333526574;2,68168339733721e-06;9,92781541055881e-05;7,08940643747809e-05;"PTPRO/NUP85/ITGA3/EMP2/PRTN3/IL12A/IL10/CCR1/CD81/ADA/ZAP70/UMOD/GATA3/RET/PLEC/NF1";16
"GO:0032615";"interleukin-12 production";"7/190";"63/18888";0,111111111111111;11,0456140350877;8,05081752354343;3,20798524428577e-06;0,000116338566920323;8,30768251769386e-05;"HLA-B/IL10/MEFV/IL23R/TLR4/IRF5/TNFSF4";7
"GO:0032655";"regulation of interleukin-12 production";"7/190";"63/18888";0,111111111111111;11,0456140350877;8,05081752354343;3,20798524428577e-06;0,000116338566920323;8,30768251769386e-05;"HLA-B/IL10/MEFV/IL23R/TLR4/IRF5/TNFSF4";7
"GO:0035710";"CD4-positive, alpha-beta T cell activation";"9/190";"120/18888";0,075;7,45578947368421;7,15141033766902;3,49185287028766e-06;0,000125353990919216;8,9514697185152e-05;"IL23R/STAT4/FOXP3/SOCS1/CD81/JAK1/GATA3/HLA-DRB1/TNFSF4";9
"GO:0002695";"negative regulation of leukocyte activation";"11/190";"192/18888";0,0572916666666667;5,6953947368421;6,59187686740649;4,02409167554003e-06;0,000143016218148693;0,000102127210839232;"FN1/PTPN22/CTLA4/IL10/FOXP3/SOCS1/FCGR2B/HLA-DRB1/BANK1/TNFAIP3/TNFSF4";11
"GO:0002286";"T cell activation involved in immune response";"9/190";"124/18888";0,0725806451612903;7,21528013582343;6,99954083199615;4,57778432970782e-06;0,000161083618888927;0,000115029056997661;"IL23R/STAT4/FOXP3/CD81/JAK1/GATA3/FCGR2B/HLA-DRB1/TNFSF4";9
"GO:0043367";"CD4-positive, alpha-beta T cell differentiation";"8/190";"94/18888";0,0851063829787234;8,46047032474804;7,30939169914029;4,81238369464846e-06;0,000167678545595889;0,000119738463238364;"IL23R/STAT4/FOXP3/SOCS1/JAK1/GATA3/HLA-DRB1/TNFSF4";8
"GO:0032689";"negative regulation of type II interferon production";"6/190";"44/18888";0,136363636363636;13,555980861244;8,40525993030774;4,9180524154098e-06;0,00016969668237249;0,00012117960524837;"IL10/TLR4/FOXP3/GATA3/HLA-DRB1/TNFSF4";6
"GO:0042113";"B cell activation";"13/190";"278/18888";0,0467625899280576;4,64869367663764;6,17799181141092;5,02339021392801e-06;0,000171664700195194;0,000122584957548385;"CTLA4/IL10/TLR4/FOXP3/CD81/ADA/PRKCD/ZAP70/FCGR2B/BANK1/TNFAIP3/CR2/TNFSF4";13
"GO:0051251";"positive regulation of lymphocyte activation";"14/190";"328/18888";0,0426829268292683;4,24313222079589;5,97273579141295;6,18768165060585e-06;0,000209438291297649;0,000149558901850734;"HLA-DPA1/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/SOCS1/CD81/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";14
"GO:2000516";"positive regulation of CD4-positive, alpha-beta T cell activation";"6/190";"46/18888";0,130434782608696;12,966590389016;8,19118160334872;6,4178787706812e-06;0,000213621095287463;0,000152545822568514;"IL23R/FOXP3/SOCS1/CD81/HLA-DRB1/TNFSF4";6
"GO:0070665";"positive regulation of leukocyte proliferation";"10/190";"164/18888";0,0609756097560976;6,06161745827985;6,56255022362019;6,43147360600972e-06;0,000213621095287463;0,000152545822568514;"HLA-DPA1/HLA-DPB1/IL12A/IL23R/TLR4/FOXP3/CD81/ADA/ZAP70/TNFSF4";10
"GO:0051250";"negative regulation of lymphocyte activation";"10/190";"165/18888";0,0606060606060606;6,02488038277512;6,53492630270139;6,78736332416543e-06;0,000223354530130407;0,000159496422754024;"PTPN22/CTLA4/IL10/FOXP3/SOCS1/FCGR2B/HLA-DRB1/BANK1/TNFAIP3/TNFSF4";10
"GO:0001818";"negative regulation of cytokine production";"15/190";"381/18888";0,0393700787401575;3,91380024865313;5,79181877357474;7,59045645639413e-06;0,000247490662807567;0,000176731921934971;"FN1/CD2AP/PTPN22/IL12A/IL10/MEFV/IL23R/TLR4/FOXP3/GATA3/FCGR2B/HLA-DRB1/BANK1/TNFAIP3/TNFSF4";15
"GO:0045621";"positive regulation of lymphocyte differentiation";"9/190";"133/18888";0,0676691729323308;6,72702809655718;6,6812436978844;8,12410866941104e-06;0,000262482565555335;0,000187437569396651;"IL10/IL23R/FOXP3/SOCS1/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";9
"GO:1903131";"mononuclear cell differentiation";"17/190";"484/18888";0,0351239669421488;3,4916920400174;5,59785501799507;8,37664146720768e-06;0,000268203457427532;0,000191522831459817;"PTPN22/PRTN3/CTLA4/HLA-B/IL10/IL23R/STAT4/FOXP3/SOCS1/ADA/JAK1/ZAP70/GATA3/FCGR2B/HLA-DRB1/CR2/TNFSF4";17
"GO:0042093";"T-helper cell differentiation";"7/190";"74/18888";0,0945945945945946;9,40369843527738;7,30140539510925;9,50642625173638e-06;0,000299959667472762;0,00021419979216208;"IL23R/STAT4/FOXP3/JAK1/GATA3/HLA-DRB1/TNFSF4";7
"GO:0072207";"metanephric epithelium development";"5/190";"29/18888";0,172413793103448;17,1397459165154;8,76793002357843;9,53726573562806e-06;0,000299959667472762;0,00021419979216208;"LAMB2/PAX2/WT1/NPHS2/UMOD";5
"GO:0050870";"positive regulation of T cell activation";"12/190";"253/18888";0,0474308300395257;4,71512377782401;5,9969380544842;1,01464976623002e-05;0,000310528426639122;0,000221746893530469;"HLA-DPA1/HLA-DPB1/IL12A/IL23R/FOXP3/SOCS1/CD81/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";12
"GO:0045088";"regulation of innate immune response";"16/190";"440/18888";0,0363636363636364;3,61492822966507;5,59464043346996;1,0154540586473e-05;0,000310528426639122;0,000221746893530469;"CFH/APOE/ZNFX1/PTPN22/IL12A/KLRC4/HLA-B/ERAP1/MEFV/TLR4/TREX1/FCGR2B/IRAK1/TNIP1/TNFAIP3/TLR7";16
"GO:0001823";"mesonephros development";"8/190";"104/18888";0,0769230769230769;7,64696356275304;6,85183097272544;1,02227985134432e-05;0,000310528426639122;0,000221746893530469;"PAX2/WT1/REN/LAMA5/FOXC2/HNF1B/GATA3/RET";8
"GO:0042100";"B cell proliferation";"8/190";"104/18888";0,0769230769230769;7,64696356275304;6,85183097272544;1,02227985134432e-05;0,000310528426639122;0,000221746893530469;"CTLA4/IL10/TLR4/CD81/ADA/PRKCD/FCGR2B/CR2";8
"GO:0042098";"T cell proliferation";"11/190";"213/18888";0,0516431924882629;5,13387694588584;6,11614473410551;1,0812824831708e-05;0,000325667622473647;0,000232557722294809;"CD151/HLA-DPA1/CTLA4/HLA-DPB1/IL10/IL23R/FOXP3/CD81/ZAP70/HLA-DRB1/TNFSF4";11
"GO:0002438";"acute inflammatory response to antigenic stimulus";"5/190";"30/18888";0,166666666666667;16,5684210526316;8,60236950572356;1,13517178678047e-05;0,000336295523886407;0,00024014705686406;"C3/FCGR2A/FCGR2B/FCGR3B/IGHG1";5
"GO:0002294";"CD4-positive, alpha-beta T cell differentiation involved in immune response";"7/190";"76/18888";0,0921052631578947;9,15623268698061;7,18190458748376;1,13549417181679e-05;0,000336295523886407;0,00024014705686406;"IL23R/STAT4/FOXP3/JAK1/GATA3/HLA-DRB1/TNFSF4";7
"GO:0002064";"epithelial cell development";"11/190";"216/18888";0,0509259259259259;5,0625730994152;6,05331616351708;1,23322120608402e-05;0,000353029940608887;0,000252097025385193;"LAMB2/SOX18/MYO1E/JAG1/NPHS1/NPHS2/MAGI2/FOXC2/FOXP3/EPAS1/PLEC";11
"GO:0150063";"visual system development";"15/190";"397/18888";0,0377833753148615;3,75606522603739;5,59455127422178;1,2369841662567e-05;0,000353029940608887;0,000252097025385193;"WDR19/LAMB2/SPRY2/C1QA/C3/PAX2/WT1/JAG1/CRB2/FOXC2/FASLG/GATA3/RET/NF1/ITGAM";15
"GO:0002287";"alpha-beta T cell activation involved in immune response";"7/190";"77/18888";0,0909090909090909;9,03732057416268;7,12379518425526;1,23852154984047e-05;0,000353029940608887;0,000252097025385193;"IL23R/STAT4/FOXP3/JAK1/GATA3/HLA-DRB1/TNFSF4";7
"GO:0002293";"alpha-beta T cell differentiation involved in immune response";"7/190";"77/18888";0,0909090909090909;9,03732057416268;7,12379518425526;1,23852154984047e-05;0,000353029940608887;0,000252097025385193;"IL23R/STAT4/FOXP3/JAK1/GATA3/HLA-DRB1/TNFSF4";7
"GO:0006999";"nuclear pore organization";"4/190";"15/18888";0,266666666666667;26,5094736842105;9,96293669399132;1,24166411300256e-05;0,000353029940608887;0,000252097025385193;"NUP133/NUP107/NUP93/NUP205";4
"GO:0050853";"B cell receptor signaling pathway";"7/190";"78/18888";0,0897435897435897;8,92145748987854;7,06673348150523;1,34916848015208e-05;0,000377554706965393;0,000269610046054428;"PTPN22/CTLA4/CD81/FCGR2B/BANK1/IGHG1/BLK";7
"GO:2000514";"regulation of CD4-positive, alpha-beta T cell activation";"7/190";"78/18888";0,0897435897435897;8,92145748987854;7,06673348150523;1,34916848015208e-05;0,000377554706965393;0,000269610046054428;"IL23R/FOXP3/SOCS1/CD81/GATA3/HLA-DRB1/TNFSF4";7
"GO:0006997";"nucleus organization";"9/190";"143/18888";0,0629370629370629;6,25660655134339;6,36050328493805;1,45986038599856e-05;0,000405339360299913;0,000289450936730471;"LMNB2/NUP133/NUP107/WDR73/NUP93/NUP205/LMNA/PLEC/ETS1";9
"GO:0048880";"sensory system development";"15/190";"403/18888";0,0372208436724566;3,70014365939663;5,52319503962936;1,47578452519521e-05;0,00040658435678634;0,000290339982884182;"WDR19/LAMB2/SPRY2/C1QA/C3/PAX2/WT1/JAG1/CRB2/FOXC2/FASLG/GATA3/RET/NF1/ITGAM";15
"GO:0042129";"regulation of T cell proliferation";"10/190";"181/18888";0,0552486187845304;5,49229427159058;6,12161657962299;1,52881278319803e-05;0,000417953894729676;0,000298458916622708;"HLA-DPA1/CTLA4/HLA-DPB1/IL10/IL23R/FOXP3/CD81/ZAP70/HLA-DRB1/TNFSF4";10
"GO:0007162";"negative regulation of cell adhesion";"13/190";"310/18888";0,0419354838709677;4,1688285229202;5,67075414760574;1,61312848035016e-05;0,000437638062531638;0,000312515288559601;"PTPRO/JAG1/ACTN4/PTPN22/CTLA4/IL10/FOXP3/SOCS1/PRKCD/NF1/MUC1/HLA-DRB1/TNFSF4";13
"GO:0002444";"myeloid leukocyte mediated immunity";"8/190";"112/18888";0,0714285714285714;7,10075187969925;6,52757015888765;1,7624458570731e-05;0,00047452519515438;0,000338856217017803;"C3/DNASE1L3/FCGR2A/FCGR2B/DNASE1/FCGR3B/IGHG1/ITGAM";8
"GO:0002696";"positive regulation of leukocyte activation";"14/190";"362/18888";0,0386740331491713;3,84460599011341;5,50866406455719;1,87794088114647e-05;0,000501819691097335;0,000358347088598666;"HLA-DPA1/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/SOCS1/CD81/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";14
"GO:0002700";"regulation of production of molecular mediator of immune response";"10/190";"187/18888";0,053475935828877;5,31607092597805;5,97912556440826;2,02778870723189e-05;0,000537817989962847;0,000384053305038185;"IL10/TLR4/FOXP3/CD81/GATA3/TREX1/FCGR2B/IRF5/TNFSF4/TLR7";10
"GO:0043370";"regulation of CD4-positive, alpha-beta T cell differentiation";"6/190";"56/18888";0,107142857142857;10,6511278195489;7,29095757459452;2,04670434943441e-05;0,000538813870954808;0,000384764458985292;"IL23R/FOXP3/SOCS1/GATA3/HLA-DRB1/TNFSF4";6
"GO:0090183";"regulation of kidney development";"5/190";"34/18888";0,147058823529412;14,6191950464396;8,01216454377355;2,14538875523075e-05;0,000560640561477212;0,000400350796351497;"PAX2/WT1/HNF1B/GATA3/RET";5
"GO:1902107";"positive regulation of leukocyte differentiation";"10/190";"190/18888";0,0526315789473684;5,23213296398892;5,91016001608712;2,32582770237751e-05;0,000598984902481861;0,000427732310483004;"IL10/CCR1/IL23R/FOXP3/SOCS1/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";10
"GO:1903708";"positive regulation of hemopoiesis";"10/190";"190/18888";0,0526315789473684;5,23213296398892;5,91016001608712;2,32582770237751e-05;0,000598984902481861;0,000427732310483004;"IL10/CCR1/IL23R/FOXP3/SOCS1/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";10
"GO:0002292";"T cell differentiation involved in immune response";"7/190";"85/18888";0,0823529411764706;8,18674922600619;6,69405218419247;2,37578311286909e-05;0,000607033030395699;0,00043347944089211;"IL23R/STAT4/FOXP3/JAK1/GATA3/HLA-DRB1/TNFSF4";7
"GO:0032535";"regulation of cellular component size";"14/190";"370/18888";0,0378378378378378;3,76147937411095;5,40762215688528;2,39123872412487e-05;0,000607033030395699;0,00043347944089211;"KIRREL1/APOE/FN1/SLC12A1/SLC12A3/DAAM2/NPHS1/WAS/AVIL/PRKCD/ARPC5/KANK2/RET/SPP1";14
"GO:0019882";"antigen processing and presentation";"8/190";"117/18888";0,0683760683760684;6,79730094466937;6,34067925195246;2,42194301715948e-05;0,000610467055530836;0,000435931662140463;"HLA-DPA1/HLA-DPB1/WAS/HLA-B/ERAP1/TREX1/FCGR2B/HLA-DRB1";8
"GO:0072189";"ureter development";"4/190";"18/18888";0,222222222222222;22,0912280701754;9,02428667974478;2,71845400411911e-05;0,000675621365778974;0,000482458049608479;"PAX2/NPHP3/GATA3/RET";4
"GO:0090713";"immunological memory process";"4/190";"18/18888";0,222222222222222;22,0912280701754;9,02428667974478;2,71845400411911e-05;0,000675621365778974;0,000482458049608479;"IL23R/CD81/HLA-DRB1/TNFSF4";4
"GO:0045582";"positive regulation of T cell differentiation";"8/190";"119/18888";0,0672268907563025;6,68306059265812;6,26896597877223;2,73816921201922e-05;0,000675795373577521;0,000482582307761575;"IL23R/FOXP3/SOCS1/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";8
"GO:0045807";"positive regulation of endocytosis";"9/190";"155/18888";0,0580645161290323;5,77222410865874;6,01372723432654;2,77475554523878e-05;0,000677000214232377;0,000483442678824234;"APOE/CD151/C3/ANKFY1/MAGI2/C4A/FCGR2A/FCGR2B/C4B";9
"GO:0050777";"negative regulation of immune response";"10/190";"194/18888";0,0515463917525773;5,12425393380358;5,82044052732534;2,78114888232772e-05;0,000677000214232377;0,000483442678824234;"HLA-B/IL10/FOXP3/TREX1/FCGR2B/HLA-DRB1/TNFAIP3/CR2/TNFSF4/PDCD1";10
"GO:0043372";"positive regulation of CD4-positive, alpha-beta T cell differentiation";"5/190";"36/18888";0,138888888888889;13,8070175438597;7,75320473291667;2,85966027997901e-05;0,000686704907773339;0,000490372754980754;"IL23R/FOXP3/SOCS1/HLA-DRB1/TNFSF4";5
"GO:0045589";"regulation of regulatory T cell differentiation";"5/190";"36/18888";0,138888888888889;13,8070175438597;7,75320473291667;2,85966027997901e-05;0,000686704907773339;0,000490372754980754;"CTLA4/FOXP3/SOCS1/HLA-DRB1/TNFSF4";5
"GO:0002718";"regulation of cytokine production involved in immune response";"8/190";"120/18888";0,0666666666666667;6,62736842105263;6,23372569137104;2,90881092094712e-05;0,000693819732419198;0,000495453417902048;"IL10/TLR4/FOXP3/CD81/GATA3/IRF5/TNFSF4/TLR7";8
"GO:0033627";"cell adhesion mediated by integrin";"7/190";"88/18888";0,0795454545454545;7,90765550239234;6,54717266856415;2,97916720897122e-05;0,000705864017378915;0,000504054185321377;"ITGA3/FOXC2/ADA/RET/ITGB4/MUC1/ITGAM";7
"GO:0008154";"actin polymerization or depolymerization";"10/190";"196/18888";0,0510204081632653;5,07196562835661;5,77650250299246;3,03610841251483e-05;0,000713714389996009;0,000509660099600266;"KIRREL1/INF2/DAAM2/NPHS1/WAS/WIPF1/AVIL/PRKCD/ARPC5/KANK2";10
"GO:0001913";"T cell mediated cytotoxicity";"6/190";"60/18888";0,1;9,94105263157895;6,99234574951288;3,05246447043875e-05;0,000713714389996009;0,000509660099600266;"EMP2/IL12A/HLA-B/IL23R/FCGR2B/HLA-DRB1";6
"GO:0050867";"positive regulation of cell activation";"14/190";"380/18888";0,0368421052631579;3,66249307479224;5,28519788648353;3,20386159508751e-05;0,000744217262022289;0,000531442057499552;"HLA-DPA1/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/SOCS1/CD81/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";14
"GO:0002367";"cytokine production involved in immune response";"8/190";"122/18888";0,0655737704918033;6,51872303710095;6,16443633082299;3,27689320606592e-05;0,000756238860672616;0,000540026624731712;"IL10/TLR4/FOXP3/CD81/GATA3/IRF5/TNFSF4/TLR7";8
"GO:0030098";"lymphocyte differentiation";"15/190";"432/18888";0,0347222222222222;3,45175438596491;5,19649790400314;3,30545148749133e-05;0,000757908037841561;0,00054121857632201;"PTPN22/CTLA4/IL10/IL23R/STAT4/FOXP3/SOCS1/ADA/JAK1/ZAP70/GATA3/FCGR2B/HLA-DRB1/CR2/TNFSF4";15
"GO:0002274";"myeloid leukocyte activation";"11/190";"241/18888";0,045643153526971;4,53740991482857;5,57121780678892;3,40212592324778e-05;0,000773357847954006;0,000552251213285878;"FN1/C1QA/DNASE1L3/IL10/IFNGR1/TLR4/PRKCD/TREX1/FCGR2B/DNASE1/ITGAM";11
"GO:0055064";"chloride ion homeostasis";"4/190";"19/18888";0,210526315789474;20,9285318559557;8,76069127909377;3,41635290176643e-05;0,000773357847954006;0,000552251213285878;"SLC12A1/SLC12A3/FASLG/UMOD";4
"GO:0007369";"gastrulation";"10/190";"200/18888";0,05;4,97052631578947;5,69039451152177;3,60655940925016e-05;0,000811247603827537;0,000579308110306605;"FN1/PAX2/CRB2/ITGA3/FOXC2/IL10/HNF1B/COL7A1/NPHP3/ITGB4";10
"GO:0002712";"regulation of B cell mediated immunity";"6/190";"62/18888";0,0967741935483871;9,62037351443124;6,85336108753909;3,6863019661018e-05;0,000818819824220362;0,000584715397386278;"C3/IL10/FOXP3/FCGR2B/CR2/TNFSF4";6
"GO:0002889";"regulation of immunoglobulin mediated immune response";"6/190";"62/18888";0,0967741935483871;9,62037351443124;6,85336108753909;3,6863019661018e-05;0,000818819824220362;0,000584715397386278;"C3/IL10/FOXP3/FCGR2B/CR2/TNFSF4";6
"GO:0060485";"mesenchyme development";"13/190";"336/18888";0,0386904761904762;3,84624060150376;5,30648075295758;3,73654010723726e-05;0,000824823822429889;0,00058900282435757;"SPRY2/FN1/NUP133/PAX2/WT1/JAG1/CRB2/EMP2/LAMA5/FOXC2/GATA3/RET/SDHAF2";13
"GO:0050728";"negative regulation of inflammatory response";"10/190";"201/18888";0,0497512437810945;4,94579732914375;5,66922538816859;3,76270590929877e-05;0,000825031331083717;0,00058915100531435;"APOE/IL10/MEFV/FOXP3/ADA/PRKCD/GATA3/FCGR2B/HLA-DRB1/TNFAIP3";10
"GO:0045165";"cell fate commitment";"12/190";"289/18888";0,041522491349481;4,12777271899472;5,40132145124548;3,78390846839183e-05;0,000825031331083717;0,00058915100531435;"SPRY2/SOX18/PAX2/WT1/JAG1/FOXC2/IL23R/HNF1B/FOXP3/JAK1/GATA3/EPAS1";12
"GO:0030099";"myeloid cell differentiation";"15/190";"439/18888";0,0341685649202733;3,39671502217959;5,12180400708056;3,97241285183e-05;0,000860850931427062;0,00061472961397703;"DNASE2/VPS33A/JAG1/PRTN3/CCR1/IL23R/TLR4/SOCS1/CASP10/CD81/GATA3/EPAS1/NF1/HLA-DRB1/ETS1";15
"GO:0031348";"negative regulation of defense response";"12/190";"291/18888";0,0412371134020619;4,09940314704286;5,37110733794111;4,04592522996478e-05;0,000871467773775444;0,000622311051320261;"APOE/HLA-B/IL10/MEFV/FOXP3/ADA/PRKCD/GATA3/TREX1/FCGR2B/HLA-DRB1/TNFAIP3";12
"GO:0030888";"regulation of B cell proliferation";"6/190";"64/18888";0,09375;9,31973684210526;6,72054250748472;4,42160780492518e-05;0,000946650249319524;0,000675998504608409;"CTLA4/IL10/TLR4/CD81/ADA/FCGR2B";6
"GO:0032613";"interleukin-10 production";"6/190";"65/18888";0,0923076923076923;9,17635627530364;6,65629831081882;4,83090160625113e-05;0,00102196573265575;0,000729780938137311;"IL23R/TLR4/FOXP3/FCGR2B/HLA-DRB1/TNFSF4";6
"GO:0032653";"regulation of interleukin-10 production";"6/190";"65/18888";0,0923076923076923;9,17635627530364;6,65629831081882;4,83090160625113e-05;0,00102196573265575;0,000729780938137311;"IL23R/TLR4/FOXP3/FCGR2B/HLA-DRB1/TNFSF4";6
"GO:0030041";"actin filament polymerization";"9/190";"167/18888";0,0538922155688623;5,35745351402458;5,7014745429088;4,98180038020482e-05;0,00104765198528094;0,000748123370705314;"KIRREL1/INF2/DAAM2/NPHS1/WAS/AVIL/PRKCD/ARPC5/KANK2";9
"GO:0098661";"inorganic anion transmembrane transport";"8/190";"130/18888";0,0615384615384615;6,11757085020243;5,902051398516;5,16263243518095e-05;0,00107298077829713;0,000766210543042496;"SLC12A1/SLC37A4/APOL1/CLCN5/SLC12A3/CLCNKB/SLC25A11/BSND";8
"GO:0032495";"response to muramyl dipeptide";"4/190";"21/18888";0,19047619047619;18,9353383458647;8,28950331400907;5,19281637217519e-05;0,00107298077829713;0,000766210543042496;"JAG1/PTPN22/TNFAIP3/IRF5";4
"GO:0055081";"monoatomic anion homeostasis";"4/190";"21/18888";0,19047619047619;18,9353383458647;8,28950331400907;5,19281637217519e-05;0,00107298077829713;0,000766210543042496;"SLC12A1/SLC12A3/FASLG/UMOD";4
"GO:0032496";"response to lipopolysaccharide";"13/190";"348/18888";0,0373563218390805;3,71361161524501;5,15042609228031;5,35384439617764e-05;0,00109985913202401;0,000785404249417967;"REN/PTPN22/IL12A/IL10/IL23R/TLR4/FOXP3/FASLG/UMOD/IRAK1/TNIP1/TNFAIP3/TNFSF4";13
"GO:0001704";"formation of primary germ layer";"8/190";"131/18888";0,0610687022900763;6,07087183607875;5,87080027132832;5,45171046387567e-05;0,00110208339555295;0,000786992585575383;"FN1/PAX2/CRB2/ITGA3/FOXC2/HNF1B/COL7A1/ITGB4";8
"GO:0045066";"regulatory T cell differentiation";"5/190";"41/18888";0,121951219512195;12,1232349165597;7,18724807752221;5,4577005519786e-05;0,00110208339555295;0,000786992585575383;"CTLA4/FOXP3/SOCS1/HLA-DRB1/TNFSF4";5
"GO:0072210";"metanephric nephron development";"5/190";"41/18888";0,121951219512195;12,1232349165597;7,18724807752221;5,4577005519786e-05;0,00110208339555295;0,000786992585575383;"LAMB2/PAX2/WT1/NPHS2/RET";5
"GO:0070664";"negative regulation of leukocyte proliferation";"7/190";"98/18888";0,0714285714285714;7,10075187969925;6,10370763762512;5,96652284406187e-05;0,00119802385241785;0,000855503215999594;"CTLA4/IL10/FOXP3/NF1/FCGR2B/HLA-DRB1/TNFAIP3";7
